Employee ID,MonthlyIncome,TotalWorkingYears,Work Life Balance Rating,WorkLifeBalance,YearsSinceLastPromotion,Attrition,Department,EmployeeCount,Gender,HourlyRate,JobRole,Attrition Count
13289,4438,25,Poor,1,16,No,Human Resources,1,Male,173,Healthcare Representative,0
13290,32403,1,Excellent,4,1,Yes,Research & Development,1,Male,44,Human Resources,1
13291,7879,39,Moderate,2,1,Yes,Sales,1,Female,67,Healthcare Representative,1
13292,45193,7,Moderate,2,1,Yes,Human Resources,1,Female,70,Developer,1
13293,18490,26,Excellent,4,4,Yes,Human Resources,1,Female,184,Laboratory Technician,1
13294,25099,26,Good,3,2,No,Software,1,Male,128,Human Resources,0
13295,12815,15,Moderate,2,1,Yes,Sales,1,Male,44,Research Scientist,1
13296,22728,29,Moderate,2,1,No,Support,1,Female,138,Manufacturing Director,0
13297,9026,39,Moderate,2,22,No,Sales,1,Male,130,Healthcare Representative,0
13298,50202,3,Poor,1,2,No,Sales,1,Female,100,Manager,0
13299,12995,23,Good,3,16,Yes,Software,1,Female,198,Healthcare Representative,1
13300,37679,6,Poor,1,2,No,Hardware,1,Female,182,Healthcare Representative,0
13301,25492,25,Good,3,3,No,Research & Development,1,Female,45,Research Director,0
13302,11153,4,Poor,1,1,Yes,Software,1,Female,91,Sales Representative,1
13303,33964,12,Poor,1,6,No,Human Resources,1,Female,40,Manager,0
13304,33745,2,Good,3,2,Yes,Hardware,1,Male,191,Research Director,1
13305,24808,36,Good,3,28,Yes,Hardware,1,Male,124,Manufacturing Director,1
13306,15149,37,Good,3,14,No,Human Resources,1,Female,88,Sales Representative,0
13307,14601,15,Good,3,11,No,Support,1,Male,147,Research Director,0
13308,6431,2,Excellent,4,2,No,Human Resources,1,Male,162,Sales Representative,0
13309,11206,31,Good,3,7,No,Hardware,1,Female,153,Manufacturing Director,0
13310,9869,10,Good,3,5,Yes,Support,1,Male,119,Laboratory Technician,1
13311,28204,30,Poor,1,2,No,Research & Development,1,Female,161,Developer,0
13312,46018,8,Good,3,4,No,Research & Development,1,Female,139,Human Resources,0
13313,38577,11,Excellent,4,6,No,Research & Development,1,Female,179,Sales Executive,0
13314,32688,39,Poor,1,3,No,Hardware,1,Male,147,Research Director,0
13315,16092,27,Good,3,3,Yes,Human Resources,1,Male,84,Sales Representative,1
13316,43029,24,Poor,1,13,No,Software,1,Male,127,Manager,0
13317,25314,18,Good,3,3,Yes,Support,1,Male,200,Sales Executive,1
13318,22396,27,Poor,1,5,Yes,Software,1,Female,174,Sales Executive,1
13319,33694,40,Moderate,2,13,No,Human Resources,1,Female,66,Manager,0
13320,6201,10,Poor,1,6,No,Sales,1,Female,43,Manager,0
13321,31656,12,Excellent,4,8,Yes,Support,1,Female,64,Manufacturing Director,1
13322,43419,34,Excellent,4,2,No,Hardware,1,Male,45,Research Scientist,0
13323,9143,2,Poor,1,1,No,Software,1,Male,76,Laboratory Technician,0
13324,42953,6,Moderate,2,2,No,Human Resources,1,Male,59,Manager,0
13325,49531,5,Poor,1,1,No,Support,1,Male,97,Manager,0
13326,22536,36,Poor,1,2,Yes,Software,1,Male,148,Sales Representative,1
13327,14373,13,Poor,1,1,No,Human Resources,1,Male,122,Developer,0
13328,2356,26,Excellent,4,7,No,Hardware,1,Female,126,Research Scientist,0
13329,4899,4,Good,3,2,No,Human Resources,1,Male,65,Sales Representative,0
13330,48099,34,Excellent,4,14,Yes,Sales,1,Male,115,Manufacturing Director,1
13331,48710,33,Excellent,4,10,No,Support,1,Female,173,Laboratory Technician,0
13332,30596,4,Excellent,4,2,No,Support,1,Male,59,Laboratory Technician,0
13333,22600,39,Moderate,2,2,Yes,Hardware,1,Female,56,Human Resources,1
13334,31750,35,Good,3,2,No,Hardware,1,Male,116,Sales Representative,0
13335,34964,18,Moderate,2,14,No,Research & Development,1,Male,124,Laboratory Technician,0
13336,38950,27,Good,3,2,No,Hardware,1,Male,175,Sales Representative,0
13337,3693,9,Moderate,2,4,No,Sales,1,Female,42,Manager,0
13338,32641,19,Excellent,4,4,Yes,Software,1,Male,154,Healthcare Representative,1
13339,28029,25,Moderate,2,16,No,Support,1,Female,147,Research Scientist,0
13340,34251,19,Excellent,4,3,Yes,Research & Development,1,Female,92,Healthcare Representative,1
13341,15300,11,Poor,1,2,No,Sales,1,Female,163,Research Director,0
13342,44154,23,Excellent,4,9,Yes,Software,1,Male,81,Research Scientist,1
13343,35970,9,Good,3,4,Yes,Hardware,1,Female,58,Research Director,1
13344,11858,36,Moderate,2,14,Yes,Sales,1,Male,140,Healthcare Representative,1
13345,42953,3,Moderate,2,1,No,Sales,1,Female,30,Developer,0
13346,43115,40,Moderate,2,3,No,Hardware,1,Male,179,Research Director,0
13347,3620,32,Excellent,4,1,No,Software,1,Male,95,Sales Executive,0
13348,11122,11,Excellent,4,5,Yes,Research & Development,1,Male,73,Manufacturing Director,1
13349,5436,36,Moderate,2,6,Yes,Hardware,1,Female,123,Healthcare Representative,1
13350,1519,13,Moderate,2,8,Yes,Software,1,Female,60,Developer,1
13351,8674,37,Moderate,2,1,No,Sales,1,Male,195,Healthcare Representative,0
13352,33360,29,Excellent,4,3,No,Hardware,1,Female,50,Sales Representative,0
13353,32129,16,Excellent,4,14,No,Human Resources,1,Female,152,Research Scientist,0
13354,10746,32,Good,3,5,No,Hardware,1,Male,184,Research Scientist,0
13355,20282,39,Poor,1,5,Yes,Human Resources,1,Male,179,Human Resources,1
13356,22317,8,Moderate,2,4,No,Sales,1,Male,121,Manufacturing Director,0
13357,2849,37,Good,3,19,Yes,Research & Development,1,Male,198,Sales Executive,1
13358,18276,20,Moderate,2,7,No,Software,1,Female,169,Laboratory Technician,0
13359,20143,36,Excellent,4,2,No,Support,1,Male,142,Human Resources,0
13360,7142,37,Excellent,4,10,No,Software,1,Female,96,Healthcare Representative,0
13361,50199,38,Poor,1,23,Yes,Software,1,Male,189,Research Director,1
13362,26916,40,Good,3,29,Yes,Research & Development,1,Male,45,Manager,1
13363,36097,21,Good,3,2,Yes,Hardware,1,Female,32,Sales Executive,1
13364,7851,38,Moderate,2,8,No,Support,1,Male,136,Sales Executive,0
13365,24408,2,Poor,1,1,Yes,Software,1,Female,98,Research Director,1
13366,6509,35,Moderate,2,1,No,Human Resources,1,Female,193,Laboratory Technician,0
13367,38222,38,Poor,1,13,Yes,Hardware,1,Female,132,Sales Representative,1
13368,3298,2,Excellent,4,2,Yes,Support,1,Female,32,Research Scientist,1
13369,20675,32,Good,3,15,No,Support,1,Male,186,Research Director,0
13370,18163,37,Poor,1,19,Yes,Software,1,Male,121,Sales Representative,1
13371,47426,7,Moderate,2,3,No,Support,1,Male,36,Developer,0
13372,11644,33,Poor,1,1,Yes,Software,1,Male,50,Manager,1
13373,19015,5,Moderate,2,1,No,Software,1,Male,91,Human Resources,0
13374,50960,8,Good,3,3,No,Support,1,Female,190,Manager,0
13375,6540,40,Moderate,2,3,Yes,Support,1,Male,76,Laboratory Technician,1
13376,33325,1,Moderate,2,1,No,Sales,1,Male,120,Sales Executive,0
13377,36599,35,Moderate,2,12,Yes,Hardware,1,Female,186,Healthcare Representative,1
13378,21181,25,Good,3,14,No,Research & Development,1,Female,144,Laboratory Technician,0
13379,13914,12,Poor,1,3,No,Hardware,1,Female,41,Manager,0
13380,6523,9,Poor,1,5,No,Sales,1,Female,88,Human Resources,0
13381,42602,24,Excellent,4,8,Yes,Support,1,Male,64,Research Director,1
13382,34024,27,Good,3,12,No,Human Resources,1,Female,60,Sales Representative,0
13383,19507,14,Excellent,4,2,No,Support,1,Male,171,Manufacturing Director,0
13384,25131,23,Moderate,2,3,Yes,Research & Development,1,Male,185,Laboratory Technician,1
13385,35543,23,Good,3,3,No,Research & Development,1,Female,152,Manufacturing Director,0
13386,7821,14,Moderate,2,1,Yes,Research & Development,1,Male,159,Developer,1
13387,33484,24,Poor,1,3,No,Software,1,Male,136,Manufacturing Director,0
13388,19223,2,Poor,1,2,Yes,Support,1,Male,167,Manager,1
13389,33133,4,Excellent,4,2,No,Sales,1,Male,117,Human Resources,0
13390,10758,17,Excellent,4,2,Yes,Human Resources,1,Male,141,Research Scientist,1
13391,47311,17,Excellent,4,2,Yes,Human Resources,1,Male,119,Research Scientist,1
13392,48025,29,Moderate,2,1,No,Human Resources,1,Male,42,Laboratory Technician,0
13393,24613,5,Good,3,3,No,Human Resources,1,Male,49,Healthcare Representative,0
13394,10091,39,Moderate,2,11,No,Research & Development,1,Male,96,Research Scientist,0
13395,17344,21,Good,3,13,No,Support,1,Male,49,Human Resources,0
13396,5382,16,Moderate,2,7,Yes,Support,1,Female,152,Manufacturing Director,1
13397,35603,36,Poor,1,2,No,Hardware,1,Female,144,Research Director,0
13398,33869,3,Moderate,2,2,Yes,Software,1,Female,103,Developer,1
13399,10926,6,Good,3,2,Yes,Research & Development,1,Male,79,Healthcare Representative,1
13400,37726,17,Poor,1,1,Yes,Sales,1,Female,100,Research Scientist,1
13401,5444,7,Excellent,4,1,No,Research & Development,1,Female,100,Developer,0
13402,45152,28,Poor,1,21,Yes,Human Resources,1,Male,198,Research Scientist,1
13403,14980,33,Excellent,4,1,No,Sales,1,Female,86,Sales Executive,0
13404,24546,34,Good,3,4,Yes,Hardware,1,Female,117,Laboratory Technician,1
13405,27039,16,Excellent,4,1,No,Research & Development,1,Female,81,Developer,0
13406,28725,6,Good,3,1,No,Software,1,Female,56,Research Scientist,0
13407,7104,16,Moderate,2,1,No,Human Resources,1,Female,59,Sales Executive,0
13408,21358,33,Excellent,4,21,No,Software,1,Male,75,Healthcare Representative,0
13409,49202,11,Good,3,5,Yes,Support,1,Male,191,Healthcare Representative,1
13410,40324,14,Poor,1,6,Yes,Human Resources,1,Male,78,Manufacturing Director,1
13411,39161,40,Good,3,11,No,Research & Development,1,Female,196,Human Resources,0
13412,15169,4,Good,3,1,Yes,Research & Development,1,Male,82,Healthcare Representative,1
13413,41498,25,Excellent,4,15,No,Hardware,1,Female,166,Laboratory Technician,0
13414,18348,27,Moderate,2,22,Yes,Human Resources,1,Female,124,Research Director,1
13415,33379,25,Poor,1,4,No,Hardware,1,Male,180,Research Director,0
13416,42451,40,Good,3,27,Yes,Hardware,1,Female,100,Manufacturing Director,1
13417,21587,14,Good,3,6,No,Hardware,1,Female,124,Research Director,0
13418,8083,38,Poor,1,2,Yes,Hardware,1,Male,177,Sales Representative,1
13419,40937,31,Moderate,2,27,No,Support,1,Male,48,Manager,0
13420,19607,17,Poor,1,2,Yes,Support,1,Male,104,Sales Representative,1
13421,45069,31,Poor,1,14,Yes,Sales,1,Male,171,Manufacturing Director,1
13422,48417,25,Moderate,2,1,Yes,Software,1,Female,188,Sales Executive,1
13423,13066,12,Poor,1,6,No,Support,1,Male,70,Manager,0
13424,35941,12,Poor,1,1,Yes,Sales,1,Male,131,Manufacturing Director,1
13425,7828,7,Excellent,4,1,No,Research & Development,1,Male,44,Manufacturing Director,0
13426,21061,12,Moderate,2,1,No,Human Resources,1,Female,136,Manufacturing Director,0
13427,34639,27,Poor,1,1,No,Human Resources,1,Male,152,Manager,0
13428,9126,6,Poor,1,1,No,Sales,1,Male,187,Manufacturing Director,0
13429,10873,26,Good,3,6,Yes,Human Resources,1,Female,168,Sales Executive,1
13430,12266,16,Moderate,2,2,No,Support,1,Male,139,Healthcare Representative,0
13431,20263,14,Good,3,7,Yes,Research & Development,1,Male,154,Human Resources,1
13432,3172,38,Excellent,4,23,No,Software,1,Female,32,Manager,0
13433,37685,40,Good,3,6,Yes,Software,1,Female,187,Sales Representative,1
13434,37045,12,Excellent,4,9,No,Software,1,Female,81,Research Scientist,0
13435,22878,19,Good,3,2,Yes,Software,1,Male,57,Healthcare Representative,1
13436,8897,10,Excellent,4,5,Yes,Software,1,Male,30,Developer,1
13437,44060,9,Excellent,4,1,Yes,Sales,1,Female,106,Manufacturing Director,1
13438,25888,15,Good,3,4,No,Hardware,1,Female,144,Manager,0
13439,4847,31,Good,3,23,No,Hardware,1,Male,195,Manager,0
13440,36893,19,Good,3,8,No,Software,1,Male,169,Manager,0
13441,10450,36,Excellent,4,11,Yes,Support,1,Male,106,Manager,1
13442,23981,25,Poor,1,5,Yes,Support,1,Female,191,Developer,1
13443,21550,30,Poor,1,22,No,Research & Development,1,Female,146,Research Scientist,0
13444,22996,27,Good,3,2,Yes,Human Resources,1,Male,135,Healthcare Representative,1
13445,6813,4,Poor,1,1,Yes,Research & Development,1,Male,62,Research Scientist,1
13446,2928,14,Moderate,2,1,Yes,Support,1,Female,35,Developer,1
13447,17478,4,Excellent,4,1,No,Support,1,Female,67,Sales Executive,0
13448,46258,9,Excellent,4,7,Yes,Human Resources,1,Female,132,Research Director,1
13449,19948,14,Poor,1,6,No,Human Resources,1,Male,126,Laboratory Technician,0
13450,34968,5,Poor,1,1,No,Hardware,1,Male,105,Manufacturing Director,0
13451,34828,13,Excellent,4,4,No,Research & Development,1,Female,188,Sales Representative,0
13452,9408,1,Good,3,1,No,Human Resources,1,Male,184,Research Director,0
13453,43346,40,Poor,1,35,No,Software,1,Male,160,Manager,0
13454,29692,4,Excellent,4,2,No,Hardware,1,Male,90,Manager,0
13455,34595,32,Good,3,11,No,Research & Development,1,Female,180,Laboratory Technician,0
13456,31829,34,Poor,1,11,Yes,Human Resources,1,Male,186,Healthcare Representative,1
13457,29531,30,Excellent,4,3,No,Hardware,1,Male,63,Manufacturing Director,0
13458,33264,15,Excellent,4,1,No,Hardware,1,Male,31,Research Scientist,0
13459,30168,31,Excellent,4,2,Yes,Research & Development,1,Female,103,Research Scientist,1
13460,5021,39,Moderate,2,3,Yes,Software,1,Male,150,Manager,1
13461,4904,14,Good,3,3,No,Support,1,Male,143,Human Resources,0
13462,40139,35,Excellent,4,14,No,Hardware,1,Male,84,Laboratory Technician,0
13463,33421,37,Moderate,2,1,Yes,Human Resources,1,Male,200,Healthcare Representative,1
13464,10574,37,Good,3,13,Yes,Software,1,Male,163,Sales Executive,1
13465,47087,34,Excellent,4,6,Yes,Sales,1,Female,163,Sales Representative,1
13466,17281,6,Moderate,2,5,No,Hardware,1,Male,148,Sales Representative,0
13467,13308,37,Moderate,2,1,Yes,Human Resources,1,Male,49,Research Scientist,1
13468,50633,29,Good,3,27,Yes,Human Resources,1,Female,41,Developer,1
13469,24764,26,Excellent,4,3,Yes,Support,1,Male,139,Sales Executive,1
13470,40885,33,Poor,1,10,Yes,Research & Development,1,Female,63,Laboratory Technician,1
13471,16958,20,Good,3,6,No,Hardware,1,Male,157,Research Scientist,0
13472,40868,9,Excellent,4,1,No,Support,1,Male,55,Laboratory Technician,0
13473,50031,12,Excellent,4,3,Yes,Support,1,Female,159,Healthcare Representative,1
13474,45590,36,Good,3,20,Yes,Sales,1,Female,177,Laboratory Technician,1
13475,3267,17,Moderate,2,1,Yes,Support,1,Female,165,Laboratory Technician,1
13476,15944,25,Excellent,4,14,Yes,Hardware,1,Female,157,Manufacturing Director,1
13477,43234,3,Good,3,3,Yes,Research & Development,1,Female,66,Sales Representative,1
13478,36202,24,Moderate,2,6,Yes,Software,1,Female,86,Research Director,1
13479,38991,4,Excellent,4,1,Yes,Support,1,Female,191,Human Resources,1
13480,47489,18,Moderate,2,2,Yes,Human Resources,1,Female,104,Research Scientist,1
13481,10313,7,Good,3,5,No,Software,1,Male,47,Laboratory Technician,0
13482,11914,12,Excellent,4,5,Yes,Sales,1,Male,151,Laboratory Technician,1
13483,7344,5,Excellent,4,3,No,Sales,1,Female,145,Healthcare Representative,0
13484,24563,23,Poor,1,15,Yes,Hardware,1,Male,146,Healthcare Representative,1
13485,32651,37,Good,3,7,No,Hardware,1,Female,60,Human Resources,0
13486,3020,31,Good,3,7,Yes,Research & Development,1,Female,142,Research Scientist,1
13487,29086,12,Excellent,4,5,Yes,Sales,1,Female,126,Human Resources,1
13488,46625,24,Good,3,13,Yes,Research & Development,1,Female,31,Manager,1
13489,19411,16,Moderate,2,12,Yes,Human Resources,1,Male,165,Developer,1
13490,20137,29,Moderate,2,12,No,Hardware,1,Male,161,Research Director,0
13491,46120,28,Excellent,4,1,Yes,Support,1,Male,174,Manager,1
13492,29005,21,Poor,1,3,Yes,Support,1,Female,122,Research Scientist,1
13493,22386,6,Good,3,6,No,Hardware,1,Male,42,Manufacturing Director,0
13494,15924,17,Good,3,1,No,Support,1,Female,59,Developer,0
13495,17587,8,Poor,1,1,Yes,Hardware,1,Female,64,Sales Representative,1
13496,20869,20,Good,3,11,No,Support,1,Female,147,Sales Representative,0
13497,13337,12,Poor,1,1,No,Support,1,Male,86,Sales Representative,0
13498,9297,30,Moderate,2,20,Yes,Sales,1,Male,96,Research Director,1
13499,28458,2,Moderate,2,1,Yes,Sales,1,Female,166,Sales Executive,1
13500,35691,1,Poor,1,1,No,Support,1,Female,59,Sales Representative,0
13501,23841,33,Excellent,4,3,Yes,Research & Development,1,Female,154,Healthcare Representative,1
13502,22154,19,Poor,1,2,Yes,Support,1,Male,107,Human Resources,1
13503,10625,35,Excellent,4,15,No,Sales,1,Female,132,Healthcare Representative,0
13504,44220,11,Poor,1,1,Yes,Support,1,Male,71,Research Scientist,1
13505,47632,4,Excellent,4,1,Yes,Sales,1,Male,68,Sales Executive,1
13506,28587,27,Poor,1,25,Yes,Hardware,1,Male,74,Manufacturing Director,1
13507,26500,34,Good,3,14,No,Human Resources,1,Female,184,Laboratory Technician,0
13508,29948,29,Moderate,2,3,Yes,Support,1,Female,55,Laboratory Technician,1
13509,5448,27,Moderate,2,4,Yes,Human Resources,1,Female,153,Developer,1
13510,16608,17,Excellent,4,3,Yes,Support,1,Female,59,Research Director,1
13511,15107,40,Moderate,2,4,No,Sales,1,Female,55,Healthcare Representative,0
13512,7082,38,Excellent,4,3,Yes,Research & Development,1,Female,184,Manager,1
13513,22370,16,Poor,1,3,No,Support,1,Male,116,Research Director,0
13514,12359,38,Moderate,2,35,No,Research & Development,1,Female,181,Laboratory Technician,0
13515,50673,1,Poor,1,1,Yes,Support,1,Male,190,Developer,1
13516,1009,32,Poor,1,14,No,Software,1,Female,69,Developer,0
13517,17671,24,Good,3,15,Yes,Research & Development,1,Female,184,Healthcare Representative,1
13518,16839,26,Excellent,4,8,Yes,Human Resources,1,Female,124,Healthcare Representative,1
13519,13725,6,Good,3,1,Yes,Human Resources,1,Female,92,Developer,1
13520,41268,31,Moderate,2,12,Yes,Human Resources,1,Female,174,Manufacturing Director,1
13521,7155,29,Moderate,2,13,Yes,Software,1,Male,66,Sales Executive,1
13522,5119,31,Good,3,8,Yes,Hardware,1,Male,49,Research Scientist,1
13523,24682,12,Poor,1,4,No,Hardware,1,Female,124,Human Resources,0
13524,17015,22,Good,3,1,No,Support,1,Male,181,Healthcare Representative,0
13525,18005,4,Moderate,2,1,No,Research & Development,1,Male,181,Research Director,0
13526,38059,1,Good,3,1,Yes,Software,1,Female,187,Research Scientist,1
13527,39949,21,Excellent,4,4,Yes,Human Resources,1,Female,102,Developer,1
13528,44995,37,Excellent,4,2,No,Software,1,Female,149,Sales Executive,0
13529,16123,38,Excellent,4,16,Yes,Human Resources,1,Female,186,Healthcare Representative,1
13530,36530,23,Good,3,2,No,Sales,1,Male,133,Research Director,0
13531,10514,27,Moderate,2,5,Yes,Hardware,1,Male,165,Research Scientist,1
13532,50010,34,Excellent,4,3,Yes,Human Resources,1,Male,164,Laboratory Technician,1
13533,45976,32,Good,3,4,No,Software,1,Male,124,Research Director,0
13534,18132,13,Poor,1,1,Yes,Research & Development,1,Female,58,Sales Executive,1
13535,3034,11,Good,3,6,No,Sales,1,Male,137,Research Director,0
13536,7887,35,Excellent,4,5,Yes,Human Resources,1,Female,40,Manufacturing Director,1
13537,32940,35,Poor,1,8,Yes,Research & Development,1,Male,61,Human Resources,1
13538,46412,16,Good,3,2,Yes,Hardware,1,Female,90,Healthcare Representative,1
13539,33437,33,Excellent,4,5,No,Sales,1,Male,133,Sales Executive,0
13540,50947,25,Poor,1,5,No,Software,1,Female,82,Sales Representative,0
13541,48143,40,Excellent,4,25,Yes,Research & Development,1,Female,123,Manufacturing Director,1
13542,42582,32,Excellent,4,2,Yes,Research & Development,1,Male,75,Manager,1
13543,13012,4,Moderate,2,1,Yes,Hardware,1,Female,187,Manufacturing Director,1
13544,35975,35,Good,3,2,No,Support,1,Male,193,Research Director,0
13545,35806,25,Moderate,2,4,No,Software,1,Female,49,Laboratory Technician,0
13546,9740,22,Excellent,4,6,Yes,Support,1,Male,62,Manager,1
13547,7003,33,Poor,1,1,Yes,Support,1,Male,83,Research Scientist,1
13548,24685,17,Poor,1,1,Yes,Support,1,Male,34,Sales Representative,1
13549,3093,6,Excellent,4,4,No,Human Resources,1,Female,164,Healthcare Representative,0
13550,19587,28,Excellent,4,21,No,Research & Development,1,Female,160,Research Scientist,0
13551,5701,27,Excellent,4,18,Yes,Sales,1,Male,96,Research Director,1
13552,26694,23,Poor,1,4,No,Human Resources,1,Female,95,Human Resources,0
13553,22450,13,Good,3,2,No,Software,1,Female,167,Manufacturing Director,0
13554,11646,1,Poor,1,1,No,Human Resources,1,Male,75,Manager,0
13555,8041,17,Moderate,2,1,No,Software,1,Female,54,Developer,0
13556,4988,31,Moderate,2,6,Yes,Sales,1,Male,67,Sales Executive,1
13557,46448,12,Moderate,2,4,No,Human Resources,1,Male,190,Manufacturing Director,0
13558,4981,27,Poor,1,6,Yes,Research & Development,1,Female,79,Healthcare Representative,1
13559,17695,10,Good,3,3,No,Support,1,Male,161,Human Resources,0
13560,43888,17,Poor,1,6,No,Research & Development,1,Male,164,Laboratory Technician,0
13561,35132,16,Poor,1,1,Yes,Support,1,Female,181,Research Director,1
13562,22418,3,Moderate,2,3,No,Hardware,1,Male,125,Healthcare Representative,0
13563,1664,25,Poor,1,19,No,Software,1,Female,149,Healthcare Representative,0
13564,29526,37,Moderate,2,11,Yes,Sales,1,Female,94,Laboratory Technician,1
13565,45858,27,Poor,1,17,No,Support,1,Male,193,Sales Executive,0
13566,27258,12,Excellent,4,1,Yes,Human Resources,1,Female,38,Manufacturing Director,1
13567,11373,2,Moderate,2,1,No,Sales,1,Male,187,Research Director,0
13568,42807,8,Good,3,3,No,Human Resources,1,Male,127,Sales Representative,0
13569,35644,8,Poor,1,1,No,Software,1,Male,199,Sales Representative,0
13570,22500,21,Good,3,10,No,Software,1,Female,93,Healthcare Representative,0
13571,16265,11,Moderate,2,3,Yes,Human Resources,1,Female,113,Sales Representative,1
13572,14878,4,Moderate,2,3,Yes,Sales,1,Female,147,Developer,1
13573,26006,5,Poor,1,1,No,Research & Development,1,Female,122,Developer,0
13574,12562,28,Poor,1,6,Yes,Sales,1,Male,87,Research Director,1
13575,49895,31,Excellent,4,3,No,Sales,1,Female,90,Research Scientist,0
13576,45104,19,Poor,1,6,No,Software,1,Female,127,Manager,0
13577,30310,19,Moderate,2,4,Yes,Human Resources,1,Female,77,Sales Representative,1
13578,27494,22,Good,3,2,Yes,Support,1,Male,174,Laboratory Technician,1
13579,18520,16,Good,3,1,No,Human Resources,1,Male,98,Developer,0
13580,31527,5,Excellent,4,1,Yes,Human Resources,1,Female,121,Human Resources,1
13581,43607,25,Poor,1,21,Yes,Software,1,Male,144,Research Scientist,1
13582,9700,35,Excellent,4,19,No,Research & Development,1,Male,30,Research Director,0
13583,22200,10,Poor,1,4,No,Support,1,Female,154,Developer,0
13584,13842,9,Poor,1,1,No,Sales,1,Male,133,Research Director,0
13585,44984,33,Poor,1,25,Yes,Hardware,1,Female,185,Healthcare Representative,1
13586,13156,38,Poor,1,4,Yes,Research & Development,1,Female,106,Developer,1
13587,38385,35,Good,3,1,Yes,Hardware,1,Female,66,Research Director,1
13588,28861,37,Excellent,4,3,No,Human Resources,1,Female,31,Sales Executive,0
13589,12404,34,Good,3,8,No,Hardware,1,Male,44,Manufacturing Director,0
13590,15129,12,Poor,1,7,No,Sales,1,Male,199,Healthcare Representative,0
13591,18011,29,Good,3,12,No,Support,1,Female,84,Human Resources,0
13592,28488,8,Moderate,2,5,Yes,Software,1,Male,187,Developer,1
13593,50051,11,Good,3,2,Yes,Research & Development,1,Male,129,Research Scientist,1
13594,40398,28,Poor,1,4,No,Human Resources,1,Female,109,Research Scientist,0
13595,44096,31,Poor,1,22,Yes,Research & Development,1,Female,49,Human Resources,1
13596,10178,39,Poor,1,4,Yes,Research & Development,1,Female,101,Sales Executive,1
13597,28174,22,Poor,1,9,No,Hardware,1,Female,164,Sales Representative,0
13598,47967,16,Moderate,2,2,Yes,Research & Development,1,Female,170,Healthcare Representative,1
13599,2830,20,Excellent,4,4,Yes,Human Resources,1,Male,127,Research Director,1
13600,9916,19,Good,3,2,Yes,Research & Development,1,Male,156,Research Director,1
13601,35430,29,Moderate,2,7,Yes,Human Resources,1,Male,198,Laboratory Technician,1
13602,30291,23,Excellent,4,3,No,Human Resources,1,Female,118,Healthcare Representative,0
13603,17172,39,Excellent,4,4,No,Software,1,Female,55,Developer,0
13604,7679,34,Good,3,4,No,Human Resources,1,Female,158,Laboratory Technician,0
13605,43726,5,Excellent,4,1,Yes,Research & Development,1,Female,123,Sales Executive,1
13606,24987,3,Poor,1,2,No,Support,1,Male,46,Developer,0
13607,42942,15,Poor,1,5,No,Hardware,1,Female,124,Research Scientist,0
13608,45407,40,Moderate,2,12,No,Hardware,1,Male,151,Human Resources,0
13609,35567,20,Good,3,1,Yes,Sales,1,Female,87,Manager,1
13610,39059,18,Excellent,4,1,Yes,Hardware,1,Female,40,Healthcare Representative,1
13611,27413,24,Poor,1,3,Yes,Support,1,Male,164,Healthcare Representative,1
13612,7473,27,Moderate,2,9,No,Hardware,1,Male,67,Human Resources,0
13613,43898,7,Poor,1,2,No,Hardware,1,Female,98,Research Director,0
13614,35616,6,Excellent,4,1,Yes,Sales,1,Male,198,Human Resources,1
13615,30411,8,Poor,1,2,Yes,Software,1,Female,110,Human Resources,1
13616,13648,39,Moderate,2,8,Yes,Sales,1,Male,109,Sales Executive,1
13617,4444,31,Poor,1,9,No,Human Resources,1,Male,179,Research Scientist,0
13618,33086,39,Excellent,4,1,No,Software,1,Male,178,Healthcare Representative,0
13619,7901,21,Excellent,4,2,No,Software,1,Male,92,Manufacturing Director,0
13620,24574,28,Good,3,1,No,Research & Development,1,Male,153,Human Resources,0
13621,20559,34,Good,3,14,Yes,Human Resources,1,Female,57,Human Resources,1
13622,16940,36,Moderate,2,3,Yes,Hardware,1,Female,157,Research Director,1
13623,8085,11,Excellent,4,3,Yes,Research & Development,1,Female,60,Manufacturing Director,1
13624,9730,19,Good,3,1,Yes,Research & Development,1,Male,41,Sales Executive,1
13625,40569,4,Moderate,2,1,No,Hardware,1,Male,88,Healthcare Representative,0
13626,13908,39,Excellent,4,17,No,Support,1,Female,123,Human Resources,0
13627,29997,39,Good,3,26,Yes,Human Resources,1,Female,136,Manufacturing Director,1
13628,27903,29,Good,3,8,Yes,Sales,1,Female,93,Research Director,1
13629,47612,21,Moderate,2,11,No,Sales,1,Female,180,Human Resources,0
13630,28699,24,Excellent,4,2,Yes,Support,1,Female,65,Research Director,1
13631,44592,40,Poor,1,14,No,Human Resources,1,Male,145,Laboratory Technician,0
13632,20153,38,Excellent,4,23,Yes,Support,1,Female,121,Manager,1
13633,11986,40,Good,3,5,No,Hardware,1,Male,116,Manufacturing Director,0
13634,43220,39,Poor,1,12,Yes,Human Resources,1,Male,34,Research Director,1
13635,28345,32,Excellent,4,17,No,Human Resources,1,Female,61,Sales Executive,0
13636,15287,23,Poor,1,15,No,Support,1,Male,197,Research Scientist,0
13637,5989,6,Moderate,2,3,No,Software,1,Male,98,Human Resources,0
13638,28292,36,Good,3,15,No,Research & Development,1,Male,77,Research Director,0
13639,9341,9,Moderate,2,2,Yes,Software,1,Female,132,Developer,1
